,nsample,pid,coretype,expid,event,pmc0,pmc1,pmc2,pmc3,pmc4,pmc5,pmc6,pmc7
0,1,7459,0,0,tick,765741030,1428384400,1433759622,765741030,90239863,726994312.0,1927184416.0,0.0
1,3,7459,0,0,tick,1180216899,1941313548,1941373494,1180216899,62125816,1167178134.0,1945109699.0,0.0
2,5,7459,0,0,tick,755823516,1928189348,1935489564,755823516,21240272,1349202380.0,1966723532.0,0.0
3,7,7459,0,0,tick,2744611510,2010174271,2010160452,2744611510,392686648,2858797054.0,2010152989.0,0.0
4,9,7459,0,0,tick,2929991185,2010779283,2010798726,2929991185,420514914,2798567322.0,1989239608.0,0.0
5,11,7459,0,0,tick,2091975943,2005815443,2005830402,2091975943,268669509,846453973.0,1973117771.0,0.0
6,13,7459,0,0,tick,1555457296,1993873800,1993826562,1555457296,124105948,2972115458.0,2010504872.0,0.0
7,15,7459,0,0,tick,2971161749,2009898113,2009878584,2971161749,430198625,2879600698.0,2009522942.0,0.0
8,17,7459,0,0,tick,2996431800,2010043223,2010054204,2996431800,432150041,2849127448.0,2010087302.0,0.0
9,19,7459,0,0,tick,3001377038,2009898626,2009909292,3001377038,432326741,1811246338.0,1985760317.0,0.0
10,21,7459,0,0,tick,907133778,1960452646,1966424628,907133778,44326509,1680090013.0,1985057745.0,0.0
11,23,7459,0,0,tick,2967458549,2010199893,2010217860,2967458549,430327923,2962016119.0,2010767793.0,0.0
12,25,7459,0,0,tick,2916230270,2010429396,2010465246,2916230270,418695473,2948688343.0,2010276732.0,0.0
13,27,7459,0,0,tick,2884076813,1988030146,1994047800,2884076813,413949367,2978323101.0,2011072510.0,0.0
14,29,7459,0,0,tick,2957057754,2010517568,2010550344,2957057754,429346662,1514972479.0,2004815782.0,0.0
15,31,7459,0,0,tick,992412828,1966969567,1966984458,992412828,49993710,1410789196.0,1983945727.0,0.0
16,33,7459,0,0,tick,2936041563,2008113865,2008070832,2936041563,424093618,2976251798.0,1992557116.0,0.0
17,35,7459,0,0,tick,2983505451,2001763021,2001774312,2983505451,431491607,2871244770.0,1994375831.0,0.0
18,37,7459,0,0,tick,2975412000,2004777708,2010781896,2975412000,429648981,2984078140.0,2010394269.0,0.0
19,39,7459,0,0,tick,2922274281,2009101904,2009129646,2922274281,420949152,2974387775.0,2010836199.0,0.0
20,41,7459,0,0,tick,2994275638,2009906676,2009934804,2994275638,431947932,2991110649.0,2010852112.0,0.0
21,43,7459,0,0,tick,811504735,1983513458,1984818804,811504735,39925861,1189674257.0,1950721657.0,0.0
