,nsample,pid,coretype,expid,event,pmc0,pmc1,pmc2,pmc3,pmc4,pmc5,pmc6,pmc7
0,1,12233,0,0,tick,781943215,1459669318,1461995238,781943215,91285774,633952498.0,1951689180.0,0.0
1,3,12233,0,0,tick,964402027,1905120548,1905135966,964402027,50111397,1165490013.0,1935446408.0,0.0
2,5,12233,0,0,tick,656638867,1976098265,1978154166,656638867,21597955,1014888918.0,1953181576.0,0.0
3,7,12233,0,0,tick,1795886899,1984797121,1986716478,1795886899,205186069,2976519806.0,2011102767.0,0.0
4,9,12233,0,0,tick,2862839543,1993727116,1993736766,2862839543,409724459,2962087171.0,2011085378.0,0.0
5,11,12233,0,0,tick,2895896744,2010050617,2010050706,2895896744,414027259,2962776554.0,2010530640.0,0.0
6,13,12233,0,0,tick,2730504623,2009595196,2009572506,2730504623,384493057,665732186.0,1976040831.0,0.0
7,15,12233,0,0,tick,1049935356,1958917490,1958943558,1049935356,57504914,2102317555.0,2005556982.0,0.0
8,17,12233,0,0,tick,2938373710,2010922764,2010954258,2938373710,427626165,2874541535.0,2010453202.0,0.0
9,19,12233,0,0,tick,2933999708,2010404189,2010419574,2933999708,426652111,2866165828.0,2010394299.0,0.0
10,21,12233,0,0,tick,2897565001,1986521840,1994510196,2897565001,421544338,1323956211.0,2003119583.0,0.0
11,23,12233,0,0,tick,891619227,1954906747,1954995168,891619227,46148275,1147272328.0,2002575440.0,0.0
12,25,12233,0,0,tick,2351495548,2006564831,2006426556,2351495548,318520713,2830712755.0,2010299524.0,0.0
13,27,12233,0,0,tick,2925399155,2010654813,2010652878,2925399155,423744392,2834424469.0,2009968855.0,0.0
14,29,12233,0,0,tick,2919040653,2009774726,2009806524,2919040653,423020034,712051212.0,2000889899.0,0.0
15,31,12233,0,0,tick,1009055405,1971672851,1971656862,1009055405,57090549,1158996598.0,2000534268.0,0.0
16,33,12233,0,0,tick,2853417775,2002151842,2002224156,2853417775,409436576,2965442882.0,2011012827.0,0.0
17,35,12233,0,0,tick,2925577921,2010368917,2010355878,2925577921,419158511,2994987476.0,2011090184.0,0.0
18,37,12233,0,0,tick,2963571945,2010910554,2010905604,2963571945,429093777,2928757523.0,2010667925.0,0.0
19,39,12233,0,0,tick,2988847372,2010821491,2010827124,2988847372,430883729,2958065880.0,2011023053.0,0.0
20,41,12233,0,0,tick,2371156119,2000095811,2000080872,2371156119,321525160,684401082.0,1998342394.0,0.0
21,43,12233,0,0,tick,1068574760,1970385622,1974477036,1068574760,61817158,1550049025.0,2002279696.0,0.0
22,45,12233,0,0,tick,2975697761,2009495789,2009571648,2975697761,431600916,2961043352.0,2010897729.0,0.0
23,47,12233,0,0,tick,2908040717,2009195985,2009230554,2908040717,419573767,2914137879.0,1994306938.0,0.0
24,49,12233,0,0,tick,2934743841,2010388406,2010399366,2934743841,423397138,2925830353.0,2002681956.0,0.0
25,51,12233,0,0,tick,2934619759,2010780234,2010798978,2934619759,426788692,2050107953.0,2007206582.0,0.0
